Work_Center,Operation_Short,Activity,Opr_System_status,Earl_start_date,EarliestEndDate,Station_Code,Normal_duration,Norm_duratn_un,Well_Name,Field,Responsible_asset,Well_ID,Well_Location,Well_Function,Well_Category,PCAP_Category,Move_days,PDO_Well_Type
SWER147,L206-24736,L206,REL,2028-03-15,2028-04-14,QAL,30.100000381469727,DAY,RBE_E BLOCK_NW_OP19_DL,RABA EAST,NORTH,24736,RBE_E BLOCK_NW_OP19_DL,Oil Producer,Development,Category IV,0,QTL23ESDH
SWER147,L207-24737,L207,REL,2028-05-06,2028-06-05,QAL,30.100000381469727,DAY,RBE3_MAIN_SE_OP20_DL,RABA EAST,NORTH,24737,RBE3_MAIN_SE_OP20_DL,Oil Producer,Development,Category IV,0,QTL23ESDH
SWER131,L208-24738,L208,REL,2026-06-21,2026-07-09,QAL,17.899999618530273,DAY,RBE3_WI11,RABA EAST,NORTH,24738,RBE3_WI11,Water Injector,Development,Category IV,0,QTL23WIR
SWER147,L224-24754,L224,REL,2030-12-19,2031-01-03,QAL,15.300000190734863,DAY,BRN_NATIHCD-WI1,BURHAAN,NORTH,24754,BRN_NATIHCD-WI1,Water Injector,Development,Category IV,0,Q9724WIB
SWER147,L225-24755,L225,REL,2031-01-03,2031-02-12,QAL,39.79999923706055,DAY,SR-MG-APP14,SAIH RAWL,NORTH,24755,SR-MG-APP14,Oil Producer,Development,Category IV,0,QTL33ENT
SWER147,L226-24756,L226,REL,2031-02-12,2031-03-24,QAL,39.79999923706055,DAY,SR-MG-APP15,SAIH RAWL,NORTH,24756,SR-MG-APP15,Oil Producer,Development,Category IV,0,QTL33ENT
SWER147,L227-24757,L227,REL,2031-03-24,2031-05-03,QAL,39.79999923706055,DAY,SR-MG-APP16,SAIH RAWL,NORTH,24757,SR-MG-APP16,Oil Producer,Development,Category IV,0,QTL33ENT
SWER130,L229-24759,L229,REL,2031-06-17,2031-07-24,QAS,36.900001525878906,DAY,QAS-SI-3,QARN ALAM,NORTH,24759,QAS-SI-3,Steam Injector,Development,Category IV,0,QT724STO
SWERIG44,L230-24760,L230,REL,2026-05-21,2026-06-16,QAS,26.200000762939453,DAY,QAS-APP-SI2,QARN ALAM,NORTH,24760,QAS-APP-SI2,Steam Injector,Development,Category IV,0,QT724STI
SWERIG44,L232-24762,L232,REL,2028-02-26,2028-03-21,QAS,24.200000762939453,DAY,QAS-146 REPLACEMENT,QARN ALAM,NORTH,24762,QAS-146 REPLACEMENT,Oil Producer,Development,Category IV,0,QT924ESSH
SWER130,L233-24763,L233,REL,2031-07-24,2031-08-21,QAS,28.5,DAY,QAS-HP-8,QARN ALAM,NORTH,24763,QAS-HP-8,Oil Producer,Development,Category IV,0,QT924ESHB
SWER130,L234-24764,L234,REL,2031-08-21,2031-09-24,QAS,33.599998474121094,DAY,QAS-APO-2,QARN ALAM,NORTH,24764,QAS-APO-2,Aquifer Pump Off,Development,Category IV,0,QT925ESHB
SWER147,L246-24776,L246,REL,2027-05-18,2027-06-06,QAL,19.899999618530273,DAY,RBE3_200M_SL_OP18,RABA EAST,NORTH,24776,RBE3_200M_SL_OP18,Oil Producer,Development,Category IV,0,QTL23ESR
SWER147,L256-24786,L256,REL,2027-11-03,2027-12-03,QAL,30.100000381469727,DAY,RBE5_200M_DL_OP22,RABA EAST,NORTH,24786,RBE5_200M_DL_OP22,Oil Producer,Development,Category IV,0,QTL23ESDH
SWER147,L257-24787,L257,REL,2027-01-08,2027-01-26,QAL,17.899999618530273,DAY,RBE3_W_BLOCK_NW_WI6_APP,RABA EAST,NORTH,24787,RBE3_W_BLOCK_NW_WI6_APP,Water Injector,Development,Category IV,0,QTL23WIR
SWER147,L258-24788,L258,REL,2027-12-03,2027-12-23,QAL,19.899999618530273,DAY,RBE2_200M_SL_OP17,RABA EAST,NORTH,24788,RBE2_200M_SL_OP17,Oil Producer,Development,Category IV,0,QTL23ESR
SWER147,L259-24789,L259,REL,2027-12-23,2028-01-12,QAL,19.899999618530273,DAY,RBE5_200M_SL_OP23,RABA EAST,NORTH,24789,RBE5_200M_SL_OP23,Oil Producer,Development,Category IV,0,QTL23ESR
SWER147,L260-24790,L260,REL,2028-01-12,2028-02-02,QAL,21.200000762939453,DAY,RBE3_MAIN_NW_WI25,RABA EAST,NORTH,24790,RBE3_MAIN_NW_WI25,Water Injector,Development,Category IV,0,QTL23WIRHC
SWERIG44,L261-24791,L261,REL,2029-02-13,2029-03-17,QAL,32.0,DAY,SR-MG-APP8,SAIH RAWL,NORTH,24791,SR-MG-APP8,Oil Producer,Development,Category IV,0,QTL33ENTSG
SWER147,L262-24792,L262,REL,2029-12-16,2030-01-06,QAL,21.0,DAY,SR-OP-138A,SAIH RAWL,NORTH,24792,SR-OP-138A,Oil Producer,Development,Category IV,0,QT723ESS
SWERIG43,L263-24793,L263,REL,2032-12-01,2032-12-21,QAL,20.200000762939453,DAY,SR-WI-115B,SAIH RAWL,NORTH,24793,SR-WI-115B,Water Injector,Development,Category IV,0,QT724WIS
SWER147,L264-24794,L264,REL,2030-01-06,2030-01-27,QAL,21.0,DAY,SR-OP-138B,SAIH RAWL,NORTH,24794,SR-OP-138B,Oil Producer,Development,Category IV,0,QT723ESS
SWER136,L279-24809,L279,REL,2031-04-08,2031-05-01,QAL,22.799999237060547,DAY,SR-OP-381A,SAIH RAWL,NORTH,24809,SR-OP-381A,Oil Producer,Development,Category IV,0,QT723ESS
SWER136,L280-24810,L280,REL,2031-05-01,2031-05-24,QAL,22.799999237060547,DAY,SR-OP-381B,SAIH RAWL,NORTH,24810,SR-OP-381B,Oil Producer,Development,Category IV,0,QT723ESS
SWER136,L281-24811,L281,REL,2031-05-24,2031-06-12,QAL,19.100000381469727,DAY,SR-WI-381A,SAIH RAWL,NORTH,24811,SR-WI-381A,Water Injector,Development,Category IV,0,Q9724WIS
SWER136,L284-24814,L284,REL,2031-06-12,2031-07-01,QAL,19.100000381469727,DAY,SR-WI-133C,SAIH RAWL,NORTH,24814,SR-WI-133C,Water Injector,Development,Category IV,0,Q9724WIS
SWER136,L287-24817,L287,REL,2031-07-01,2031-07-20,QAL,19.100000381469727,DAY,SR-WI-133D,SAIH RAWL,NORTH,24817,SR-WI-133D,Water Injector,Development,Category IV,0,Q9724WIS
SWER136,L292-24822,L292,REL,2031-07-20,2031-08-12,QAL,22.799999237060547,DAY,SR-OP-122E,SAIH RAWL,NORTH,24822,SR-OP-122E,Oil Producer,Development,Category IV,0,QT723ESS
SWERIG44,L293-24823,L293,REL,2029-03-17,2029-04-18,QAL,32.0,DAY,SR-LG-OP2,SAIH RAWL,NORTH,24823,SR-LG-OP2,Oil Producer,Development,Category IV,0,QTL33ENTSG
SWER136,L294-24824,L294,REL,2030-01-31,2030-02-22,QAL,22.799999237060547,DAY,SR-LG-OP3,SAIH RAWL,NORTH,24824,SR-LG-OP3,Oil Producer,Development,Category IV,0,QT723ESS
SWER136,L295-24825,L295,REL,2030-02-23,2030-03-17,QAL,22.799999237060547,DAY,SR-LG-OP4,SAIH RAWL,NORTH,24825,SR-LG-OP4,Oil Producer,Development,Category IV,0,QT723ESS
SWER136,L296-24826,L296,REL,2030-03-17,2030-04-09,QAL,22.799999237060547,DAY,SR-LG-OP5,SAIH RAWL,NORTH,24826,SR-LG-OP5,Oil Producer,Development,Category IV,0,QT723ESS
SWER136,L297-24827,L297,REL,2030-04-09,2030-05-02,QAL,22.799999237060547,DAY,SR-LG-OP6,SAIH RAWL,NORTH,24827,SR-LG-OP6,Oil Producer,Development,Category IV,0,QT723ESS
SWER136,L298-24828,L298,REL,2030-05-02,2030-05-25,QAL,22.799999237060547,DAY,SR-LG-OP7,SAIH RAWL,NORTH,24828,SR-LG-OP7,Oil Producer,Development,Category IV,0,QT723ESS
SWER136,L299-24829,L299,REL,2030-05-25,2030-06-16,QAL,22.799999237060547,DAY,SR-LG-OP8,SAIH RAWL,NORTH,24829,SR-LG-OP8,Oil Producer,Development,Category IV,0,QT723ESS
SWER136,L300-24830,L300,REL,2030-06-17,2030-07-09,QAL,22.799999237060547,DAY,SR-LG-OP9,SAIH RAWL,NORTH,24830,SR-LG-OP9,Oil Producer,Development,Category IV,0,QT723ESS
SWER136,L301-24831,L301,REL,2029-07-30,2029-08-22,QAL,23.100000381469727,DAY,MUSALLIM D3INFOP36,MUSALLIM,NORTH,24831,MUSALLIM D3INFOP36,Oil Producer,Development,Category IV,0,QTL23ESM
SWERIG43,L304-24834,L304,REL,2030-09-14,2030-10-13,QAL,29.399999618530273,DAY,TIBR_OP_UG_PH2_7,TIBR,NORTH,24834,TIBR_OP_UG_PH2_7,Oil Producer,Development,Category IV,0,QTL33FNT
SWERIG43,L306-24836,L306,REL,2029-09-22,2029-10-21,QAL,29.399999618530273,DAY,TIBR_OP_UG_PH2_22,TIBR,NORTH,24836,TIBR_OP_UG_PH2_22,Oil Producer,Development,Category IV,0,QTL33FNT
SWER130,L307-24837,L307,REL,2028-11-15,2028-12-14,QAL,29.399999618530273,DAY,TIBR_OP_UG_PH2_10,TIBR,NORTH,24837,TIBR_OP_UG_PH2_10,Oil Producer,Development,Category IV,0,QTL33FNT
SWERIG59,L308-24838,L308,REL,2027-06-22,2027-07-24,QAL,31.399999618530273,DAY,TIBR_OP_UG_PH2_19,TIBR,NORTH,24838,TIBR_OP_UG_PH2_19,Oil Producer,Development,Category IV,0,QTL33FNT
SWERIG43,L311-24841,L311,REL,2030-04-10,2030-05-16,QAL,36.099998474121094,DAY,TIBR_WI_UG_PH2_4,TIBR,NORTH,24841,TIBR_WI_UG_PH2_4,Water Injector,Development,Category IV,0,QTL34WIT
SWERIG43,L312-24842,L312,REL,2029-03-11,2029-04-10,QAL,29.399999618530273,DAY,TIBR_OP_UG_PH2_16,TIBR,NORTH,24842,TIBR_OP_UG_PH2_16,Oil Producer,Development,Category IV,0,QTL33FNT
SWER130,L313-24843,L313,REL,2028-05-05,2028-06-04,QAL,29.399999618530273,DAY,TIBR_OP_UG_PH2_12,TIBR,NORTH,24843,TIBR_OP_UG_PH2_12,Oil Producer,Development,Category IV,0,QTL33FNT
SWER130,L315-24845,L315,REL,2028-08-12,2028-09-10,QAL,29.399999618530273,DAY,TIBR_OP_UG_PH2_13,TIBR,NORTH,24845,TIBR_OP_UG_PH2_13,Oil Producer,Development,Category IV,0,QTL33FNT
SWERIG43,L316-24846,L316,REL,2029-04-10,2029-05-09,QAL,29.399999618530273,DAY,TIBR_OP_UG_PH2_27,TIBR,NORTH,24846,TIBR_OP_UG_PH2_27,Oil Producer,Development,Category IV,0,QTL33FNT
SWERIG43,L317-24847,L317,REL,2031-01-02,2031-01-31,QAL,29.399999618530273,DAY,TIBR_OP_UG_PH2_18,TIBR,NORTH,24847,TIBR_OP_UG_PH2_18,Oil Producer,Development,Category IV,0,QTL33FNT
SWERIG43,L318-24848,L318,REL,2030-05-23,2030-06-28,QAL,36.099998474121094,DAY,TIBR_WI_UG_PH2_3,TIBR,NORTH,24848,TIBR_WI_UG_PH2_3,Water Injector,Development,Category IV,0,QTL34WIT
SWERIG43,L320-24850,L320,REL,2029-02-10,2029-03-11,QAL,29.399999618530273,DAY,TIBR_OP_UG_PH2_26,TIBR,NORTH,24850,TIBR_OP_UG_PH2_26,Oil Producer,Development,Category IV,0,QTL33FNT
SWERIG43,L321-24851,L321,REL,2030-06-28,2030-07-27,QAL,29.399999618530273,DAY,TIBR_OP_UG_PH2_20,TIBR,NORTH,24851,TIBR_OP_UG_PH2_20,Oil Producer,Development,Category IV,0,QTL33FNT
SWERIG43,L322-24852,L322,REL,2031-06-14,2031-07-14,QAL,29.399999618530273,DAY,TIBR_OP_UG_PH2_21,TIBR,NORTH,24852,TIBR_OP_UG_PH2_21,Oil Producer,Development,Category IV,0,QTL33FNT
SWER130,L325-24855,L325,REL,2028-12-14,2029-01-13,QAL,29.399999618530273,DAY,TIBR_OP_UG_PH2_24,TIBR,NORTH,24855,TIBR_OP_UG_PH2_24,Oil Producer,Development,Category IV,0,QTL33FNT
SWERIG43,L328-24857,L328,REL,2033-10-30,2033-11-19,QAL,19.399999618530273,DAY,SR-UG-OP1,SAIH RAWL,NORTH,24857,SR-UG-OP1,Oil Producer,Development,Category IV,0,Q9723ESS
SWERIG43,L329-24858,L329,REL,2033-11-19,2033-12-08,QAL,19.399999618530273,DAY,SR-UG-OP2,SAIH RAWL,NORTH,24858,SR-UG-OP2,Oil Producer,Development,Category IV,0,Q9723ESS
SWERIG43,L330-24859,L330,REL,2033-12-08,2033-12-27,QAL,19.399999618530273,DAY,SR-UG-OP3,SAIH RAWL,NORTH,24859,SR-UG-OP3,Oil Producer,Development,Category IV,0,Q9723ESS
SWERIG43,L331-24860,L331,REL,2033-12-28,2034-01-16,QAL,19.399999618530273,DAY,SR-UG-OP4,SAIH RAWL,NORTH,24860,SR-UG-OP4,Oil Producer,Development,Category IV,0,Q9723ESS
SWERIG43,L332-24861,L332,REL,2034-01-16,2034-02-04,QAL,19.399999618530273,DAY,SR-UG-OP5,SAIH RAWL,NORTH,24861,SR-UG-OP5,Oil Producer,Development,Category IV,0,Q9723ESS
SWERIG43,L333-24862,L333,REL,2034-02-04,2034-02-24,QAL,19.399999618530273,DAY,SR-UG-OP6,SAIH RAWL,NORTH,24862,SR-UG-OP6,Oil Producer,Development,Category IV,0,Q9723ESS
SWERIG43,L334-24863,L334,REL,2034-02-24,2034-03-15,QAL,19.399999618530273,DAY,SR-UG-OP7,SAIH RAWL,NORTH,24863,SR-UG-OP7,Oil Producer,Development,Category IV,0,Q9723ESS
SWERIG43,L335-24864,L335,REL,2034-03-15,2034-04-03,QAL,19.399999618530273,DAY,SR-UG-OP8,SAIH RAWL,NORTH,24864,SR-UG-OP8,Oil Producer,Development,Category IV,0,Q9723ESS
SWERIG43,L336-24865,L336,REL,2034-04-04,2034-04-23,QAL,19.399999618530273,DAY,SR-UG-OP9,SAIH RAWL,NORTH,24865,SR-UG-OP9,Oil Producer,Development,Category IV,0,Q9723ESS
SWER136,L346-24874,L346,REL,2029-09-01,2029-09-22,QAL,21.0,DAY,SR-OP-122F,SAIH RAWL,NORTH,24874,SR-OP-122F,Oil Producer,Development,Category IV,0,QT723ESS
SWER136,L348-24876,L348,REL,2029-09-22,2029-10-13,QAL,21.0,DAY,SR-OP-133D,SAIH RAWL,NORTH,24876,SR-OP-133D,Oil Producer,Development,Category IV,0,QT723ESS
SWER136,L350-24878,L350,REL,2029-10-16,2029-11-06,QAL,21.0,DAY,SR-OP-94DD,SAIH RAWL,NORTH,24878,SR-OP-94DD,Oil Producer,Development,Category IV,0,QT723ESS
SWERIG44,L351-24879,L351,REL,2033-06-06,2033-06-26,QAL,20.100000381469727,DAY,MUSALLIM D3INFOP26,MUSALLIM,NORTH,24879,MUSALLIM D3INFOP26,Oil Producer,Development,Category IV,0,Q9723ESM
SWERIG44,L352-24880,L352,REL,2033-10-08,2033-11-17,QAL,39.79999923706055,DAY,SR-MG-APP10,SAIH RAWL,NORTH,24880,SR-MG-APP10,Oil Producer,Development,Category IV,0,QTL33ENT
SWER130,L353-24881,L353,REL,2030-09-08,2030-10-16,QAL,38.599998474121094,DAY,SR-MG-APP11,SAIH RAWL,NORTH,24881,SR-MG-APP15,Oil Producer,Development,Category IV,0,QTL33ENTSG
SWER130,L354-24882,L354,REL,2030-10-16,2030-11-24,QAL,38.599998474121094,DAY,SR-MG-APP12,SAIH RAWL,NORTH,24882,SR-MG-APP12,Oil Producer,Development,Category IV,0,QTL33ENTSG
SWER130,L355-24883,L355,REL,2030-11-24,2031-01-01,QAL,38.599998474121094,DAY,SR-MG-APP13,SAIH RAWL,NORTH,24883,SR-MG-APP13,Oil Producer,Development,Category IV,0,QTL33ENTSG
SWERIG84,L369-24884,L369,REL,2027-07-30,2027-10-03,GBR,64.5,DAY,BUDNE A4C GI,BUDOUR,SOUTH,24884,BUDNE A4C GI,Oil Producer,Development,Category II,0,HT464B4
SWERIG84,L371-24886,L371,REL,2028-02-09,2028-04-13,GBR,64.0,DAY,ASH A1-OP5,AL SHOMOU,SOUTH,24886,ASH A1-OP5,Oil Producer,Development,Category II,0,AE464FOGB
SWERIG19,L376-24889,L376,REL,2031-01-16,2031-03-19,GBR,62.0,DAY,BB-A4C 1E2 INFILL,BUDOUR,SOUTH,24889,BB-A4C 1E2 INFILL,Oil Producer,Development,Category II,0,HT464B4
SWERIG19,L380-24892,L380,REL,2028-08-23,2028-10-24,GBR,61.79999923706055,DAY,ALNR 4TH RING,AL NOOR,SOUTH,24892,ALNR 4TH RING,Oil Producer,Development,Category II,0,AE464FOGB
SWER127,L522-25025,L522,REL,2028-02-11,2028-02-25,MALRTQ,13.899999618530273,DAY,MMNW-B4&10-INFILL-OP-08,MARMUL NW,SOUTH,25025,MMNW-B4&10-INFILL-OP-08,Oil Producer,Development,Category IV,0,M9423PCHS
SWER127,L525-25028,L525,REL,2028-02-25,2028-03-10,MALRTQ,13.899999618530273,DAY,MMNW-B4&10-INFILL-OP-10,MARMUL NW,SOUTH,25028,MMNW-B4&10-INFILL-OP-10,Oil Producer,Development,Category IV,0,M9423PCHS
SWER126,L526-25029,L526,REL,2027-10-23,2027-11-03,MALRTQ,11.100000381469727,DAY,DB_I5_SPOT_EXP_UND_WI1,DHIAB,SOUTH,25029,DB_I5_SPOT_EXP_UND_WI1,Water Injector,Development,Category IV,0,M9723WIRT
SWERIG99,L550-25045,L550,REL,2037-06-05,2037-06-19,LEK,13.899999618530273,DAY,SYH-NC-WI-53(CR),SAYYAH,NORTH,25045,SAYYAH-SYH-NC-WI-53(CR),Water Injector,Development,Category IV,0,L9723WIS
SWERIG99,L553-25048,L553,REL,2036-10-13,2036-10-24,LEK,11.0,DAY,SYH-NC-WI-2(CR),SAYYAH,NORTH,25048,SAYYAH-SYH-NC-WI-2(CR),Water Injector,Development,Category IV,0,L9723WIS
SWERIG99,L554-25049,L554,REL,2036-10-24,2036-11-05,LEK,12.0,DAY,SYH-NC-OP-37(CR),SAYYAH,NORTH,25049,SAYYAH-SYH-NC-OP-37(CR),Oil Producer,Development,Category IV,0,LTL23ESVS
SWERIG99,L555-25050,L555,REL,2036-11-05,2036-11-16,LEK,11.0,DAY,SYH-NC-WI-91(CR),SAYYAH,NORTH,25050,SAYYAH-SYH-NC-WI-91(CR),Water Injector,Development,Category IV,0,L9723WIS
SWERIG99,L557-25052,L557,REL,2037-05-17,2037-06-05,LEK,19.100000381469727,DAY,FAAL-MZK-WI-2,FAAL-MZK,NORTH,25052,FAAL-MZK-WI-2,Water Injector,Development,Category IV,0,LTL23WISAT
SWERIG99,L562-25057,L562,REL,2037-04-21,2037-05-06,LEK,14.899999618530273,DAY,AS_LSV_OP_13,LEKHWAIR-AS,NORTH,25057,LEKHWAIR-AS_LSV_OP_13,Oil Producer,Development,Category IV,0,LTL22GSV
SWERIG99,L564-25059,L564,REL,2029-06-26,2029-07-15,LEK,18.700000762939453,DAY,MLN-RE-DRILL MLN-6-WI,MALAAN,NORTH,25059,MALAAN-MLN-RE-DRILL MLN-6-WI,Water Injector,Development,Category IV,0,LTL23WISAT
SWERIG99,L565-25060,L565,REL,2029-05-17,2029-06-06,LEK,19.799999237060547,DAY,MLN-RE-DRILL MLN-28-OP,MALAAN,NORTH,25060,MALAAN-MLN-RE-DRILL MLN-28-OP,Oil Producer,Development,Category IV,0,LTL23ESSAT
SWERIG99,L569-25064,L569,REL,2033-05-23,2033-06-12,LEK,20.0,DAY,DMB-LSA-OP-4,DHULAIMA,NORTH,25064,DHULAIMA-DMB-LSA-OP-4,Oil Producer,Development,Category IV,0,LTL23ESUSHN
SWER140,L578-25073,L578,REL,2033-09-05,2033-09-26,LEK,20.799999237060547,DAY,DAFIQ-EAST-EAST_WI_01,DAFIQ,NORTH,25073,DAFIQ-EAST-EAST_WI_01,Water Injector,Development,Category IV,0,LTL23WIUSHN
SWER133,L584-25079,L584,REL,2028-09-25,2028-10-09,SSFD,13.399999618530273,DAY,SAQR NORTH EAST_AK_WI_LOC1,SAQR NORTH EAST,SOUTH,25079,SAQR NORTH EAST_AK_WI_LOC1,Water Injector,Development,Category IV,0,N9724WIVAB
SWER133,L585-25080,L585,REL,2028-10-22,2028-11-05,SSFD,14.300000190734863,DAY,SAQR NORTH EAST_AK_OP_LOC5,SAQR NORTH EAST,SOUTH,25080,SAQR NORTH EAST_AK_OP_LOC5,Oil Producer,Development,Category IV,0,NSTL23BP
SWER149,W490-25092,W490,REL,2026-03-02,2026-03-06,SSFDP,4.5,DAY,RKDS_2026_OP_LOC9,RAKID SOUTH,SOUTH,25092,RKDS_2026_OP_LOC9,Oil Producer,Development,Category IV,0,NPS9723PCVH
SWERIG81,T603-25115,T603,REL,2027-09-16,2027-10-04,SSFD,18.0,DAY,RASW_GH_WI_LOC5,RAHAB SW,SOUTH,25115,RASW_GH_WI_LOC5,Water Injector,Development,Category IV,0,MS9723WIRTFC
SWERIG95,M767-25121,M767,REL,2030-12-25,2031-01-19,RIM,24.899999618530273,DAY,HZR_2002190004_OP_26,HAZAR,SOUTH,25121,HZR_2002190004_OP_26,Oil Producer,Development,Category IV,0,BTL24ESFH
SWER142,Z053-25129,Z053,REL,2029-10-14,2029-10-28,RIM,14.699999809265137,DAY,TFT_3003220003_POLY_INJ_15,THAYFUT,SOUTH,25129,TFT_3003220003_POLY_INJ_15,,,Category IV,0,B9424TFTHPO
SWERIG95,L637-25131,L637,REL,2031-04-12,2031-04-30,RIM,18.399999618530273,DAY,ADEELA_802230004_WI_2,ADEELA,SOUTH,25131,ADEELA_802230004_WI_2,Water Injector,Development,Category IV,0,B9723WIADLF
SWER133,L651-25145,L651,REL,2028-06-25,2028-07-08,SSFD,13.5,DAY,MISBAH_MGBS_OP_LOC2,MISBAH,SOUTH,25145,MISBAH_MGBS_OP_LOC2,Oil Producer,Development,Category IV,0,NS9423ESHW2
SWER133,L679-25173,L679,REL,2026-09-15,2026-09-29,SSFD,14.300000190734863,DAY,EF_2026_OP_NMR_LOC2,EASTERN FLANK,SOUTH,25173,EF_2026_OP_NMR_LOC2,Oil Producer,Development,Category IV,0,NSTL23BP
SWER133,L680-25174,L680,REL,2026-10-25,2026-11-08,SSFD,14.300000190734863,DAY,EF_2026_OP_NMR_LOC3,EASTERN FLANK,SOUTH,25174,EF_2026_OP_NMR_LOC3,Oil Producer,Development,Category IV,0,NSTL23BP
SWER132,L704-25197,L704,REL,2026-10-30,2026-12-12,XEN,42.5,DAY,SUFRID_FAHUD_SE,HANYA,EXPLORATION,25197,SUFRID_FAHUD_SE,Oil Producer,Exploration,Category IV,0,ETL34FFND
SWER132,L707-25199,L707,REL,2027-03-19,2027-05-03,XES,45.70000076293945,DAY,MISBAH SE QABB,MISBAH SE,EXPLORATION,25199,MISBAH SE QABB,Oil Producer,Exploration,Category IV,0,ETL23ESB
SWERIG98,L709-25201,L709,REL,2029-11-17,2029-12-19,XES,32.400001525878906,DAY,MARQAB SOUTH 1,EXPLORATION,EXPLORATION,25201,MARQAB SOUTH 1,Oil Producer,Exploration,Category IV,0,ETL33ESF
SWER115,L769-25222,L769,REL,2040-08-06,2040-08-22,FAH,16.0,DAY,FAHUD E_OP_E2_NWNA_2_ATTIC_FLO,FAHUD,NORTH,25222,FAHUD E_OP_E2_NWNA_2_ATTIC_FLO,Oil Producer,Development,Category IV,0,FT723GNA
SWERIGY2,AU06-25261,AU06,REL,2030-04-28,2030-07-18,GSN,81.5,DAY,BRNW_APPRAISAL_NW2,BURHAAN,GAS,25261,BRNW_APPRAISAL_NW2,Gas Producer,Development,Category III,0,GTL64FSLIMSMH29
SWER111,L858-25277,L858,REL,2028-07-20,2028-09-23,GSR,65.5,DAY,SR-NFW_V11,SAIH RAWL,GAS,25277,SR-NFW_V11,Gas Producer,Development,Category III,0,GT96FCTFCMSF
SWERIG44,M054-25422,M054,REL,2026-03-06,2026-04-02,QAS,26.200000762939453,DAY,QAS-SI10,QARN ALAM,NORTH,25422,QAS-SI10,Steam Injector,Development,Category IV,0,QT724STI
SWERIG44,M055-25423,M055,REL,2028-06-23,2028-07-20,QAS,26.200000762939453,DAY,QAS-DESAT1,QARN ALAM,NORTH,25423,QAS-DESAT1,Steam Injector,Development,Category IV,0,QT724STI
SWERIG44,M056-25424,M056,REL,2028-04-14,2028-05-19,QAS,35.20000076293945,DAY,QAS-DWD1,QARN ALAM,NORTH,25424,QAS-DWD1,Water Disposal,Development,Category IV,0,QEL27WD
SWERIG44,M057-25425,M057,REL,2028-05-19,2028-06-23,QAS,35.20000076293945,DAY,QAS-DWD2,QARN ALAM,NORTH,25425,QAS-DWD2,Water Disposal,Development,Category IV,0,QEL27WD
SWER140,M084-25442,M084,REL,2033-02-25,2033-03-19,LEK,21.700000762939453,DAY,DAF-EAST_OP_02,DAFIQ,NORTH,25442,DAFIQ-EAST_OP_02,Oil Producer,Development,Category IV,0,LTL23ESUSHN
SWER139,M085-25443,M085,REL,2033-12-11,2034-01-01,USP,20.799999237060547,DAY,DAF-EAST-WI_02,DAFIQ,NORTH,25443,DAFIQ-DAF-EAST-WI_02,Water Injector,Development,Category IV,0,LTL23WIUSHN
SWER140,M086-25444,M086,REL,2033-03-19,2033-04-10,LEK,21.700000762939453,DAY,DAF-EAST-OP-03,DAFIQ,NORTH,25444,DAFIQ-DAF-EAST-OP-03,Oil Producer,Development,Category IV,0,LTL23ESUSHN
SWER139,M087-25445,M087,REL,2034-01-01,2034-01-21,USP,20.799999237060547,DAY,DAF-EAST--WI-03,DAFIQ,NORTH,25445,DAFIQ-DAF-EAST-EAST-WI-03,Water Injector,Development,Category IV,0,LTL23WIUSHN
SWER139,M090-25448,M090,REL,2033-09-16,2033-10-08,LEK,21.700000762939453,DAY,DAF-EAST_OP_03,DAFIQ,NORTH,25448,DAFIQ-DAF-EAST_OP_03,Oil Producer,Development,Category IV,0,LTL23ESUSHN
SWER139,M091-25449,M091,REL,2034-08-26,2034-09-16,LEK,20.799999237060547,DAY,DAF-EAST_WI_03,DAFIQ,NORTH,25449,DAFIQ-DAF-EAST_WI_03,Water Injector,Development,Category IV,0,LTL23WIUSHN
SWER139,M092-25450,M092,REL,2033-10-08,2033-10-29,LEK,21.700000762939453,DAY,DAF-EAST_OP_04,DAFIQ,NORTH,25450,DAFIQ-DAF-EAST_OP_04,Oil Producer,Development,Category IV,0,LTL23ESUSHN
SWER139,M093-25451,M093,REL,2033-10-29,2033-11-19,LEK,20.799999237060547,DAY,DAF-EAST_WI_04,DAFIQ,NORTH,25451,DAFIQ-DAF-EAST_WI_04,Water Injector,Development,Category IV,0,LTL23WIUSHN
SWERIG99,M097-25455,M097,REL,2037-01-05,2037-01-20,LEK,15.300000190734863,DAY,AN-L111-WI,LEKHWAIR-AN,NORTH,25455,LEKHWAIR-AN111-WI,Oil Producer,Development,Category IV,0,LTL23WIV
SWERIG99,M099-25457,M099,REL,2028-09-26,2028-10-17,LEK,21.299999237060547,DAY,MLN-RE-DRILL MLN-25 -OP,MALAAN,NORTH,25457,MLN-RE-DRILL MLN-25 -OP,Oil Producer,Development,Category IV,0,LTL23ESSAT
SWERIG99,M100-25458,M100,REL,2029-07-15,2029-08-07,LEK,23.0,DAY,MLN-RE-DRILL MLN-34-OP,MALAAN,NORTH,25458,MLN-RE-DRILL MLN-34-OP,Oil Producer,Development,Category IV,0,LTL23ESSAT
SWERIG99,M101-25459,M101,REL,2029-06-06,2029-06-26,LEK,19.799999237060547,DAY,MLN-RE-DRILL MLN-18-OP,MALAAN,NORTH,25459,MLN-RE-DRILL MLN-18-OP,Oil Producer,Development,Category IV,0,LTL23ESSAT
